country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,obs_value,base_per,unit_multiplier,decimals
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2010,1.571,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2009,0.377,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2008,0.23,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2007,0.259,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2006,0.465,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2005,0.573,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2004,1.395,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2003,1.01,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2002,0.853,,Units,1
Finland,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Residential long-term care facilities,Intellectual property products,Not applicable,2001,1.198,,Units,1
Portugal,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2018,823.125,,Millions,1
Portugal,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2017,633.963,,Millions,1
Portugal,Annual,Gross fixed capital formation,National currency,Total,Intellectual property products,Current prices,2016,558.806,,Millions,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Machinery and equipment,Not applicable,2017,0.035,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Machinery and equipment,Not applicable,2016,0.035,,Units,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2014,522.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2013,436.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2012,388.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2011,532.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2010,845.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2009,583.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2008,507.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2018,637.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2017,560.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Machinery and equipment,Current prices,2016,519.0,,Millions,1
Latvia,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2018,63.857,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2016,60.297,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2015,43.555,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2014,38.871,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2013,28.267,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2012,44.679,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2011,61.108,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2011,0.264,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2010,0.323,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2009,0.312,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2008,0.346,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2007,0.351,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2006,0.306,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2005,0.279,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2004,0.26,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2003,0.266,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2002,0.265,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2001,0.267,,Units,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2018,368.336,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2017,257.255,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2016,209.582,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2015,221.541,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2014,193.651,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2013,272.974,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2012,218.936,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2011,288.265,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2010,306.056,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2009,511.864,,Millions,1
Greece,Annual,Gross fixed capital formation,National currency,Total,Total,Current prices,2002,791.0,,Millions,1
France,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2001,4107.764,2015.0,Millions,1
France,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2005,8279.989,2015.0,Millions,1
France,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2004,7965.58,2015.0,Millions,1
France,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2003,7337.835,2015.0,Millions,1
France,Annual,Gross fixed capital formation,National currency,Total,Total,Constant prices,2002,4489.432,2015.0,Millions,1
Malta,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Constant prices,2018,0.412,2015.0,Millions,1
Malta,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Constant prices,2017,0.068,2015.0,Millions,1
Malta,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2018,0.152,,Units,1
Malta,Annual,Gross fixed capital formation,Percentage of GDP,Total,Infrastructure,Not applicable,2017,0.008,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2016,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2015,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2014,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2013,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2012,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2011,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2010,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2009,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2008,100.0,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2018,0.588,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2017,0.542,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2016,0.544,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2015,0.555,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2014,0.551,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2013,0.542,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2012,0.548,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2011,0.572,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2010,0.526,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2009,0.49,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2008,0.466,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2007,0.418,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2006,0.394,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2005,0.407,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2004,0.422,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2003,0.445,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2002,0.48,,Units,1
Sweden,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2001,0.439,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2018,0.32,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2017,0.278,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2016,0.253,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2015,0.267,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2014,0.256,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2013,0.274,,Units,1
Korea,Annual,Gross fixed capital formation,Percentage of GDP,Total,Total,Not applicable,2012,0.278,,Units,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2007,734.338,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2006,574.521,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2005,995.767,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2004,184.602,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2003,714.679,,Millions,1
Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2007,0.007,,Units,1
Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2006,0.01,,Units,1
Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2005,0.015,,Units,1
Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2004,0.009,,Units,1
Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2003,0.017,,Units,1
Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2013,0.008,,Units,1
Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2011,0.009,,Units,1
Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2010,0.013,,Units,1
Slovenia,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ancillary services,Total,Not applicable,2009,0.022,,Units,1
Lithuania,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Total,Constant prices,2005,0.22,2015.0,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2005,390.007,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2004,299.887,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2003,320.313,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2018,187.856,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2017,186.343,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2016,149.903,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2015,166.394,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2014,153.638,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2013,124.994,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2012,162.133,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2011,218.441,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2010,345.3,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2009,437.959,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2008,460.124,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Providers of ambulatory healthcare,Total,Current prices,2007,442.613,,Millions,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2006,0.028,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2005,0.027,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2004,0.028,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2003,0.033,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2018,0.069,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2016,0.07,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2015,0.078,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2014,0.053,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2013,0.058,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2012,0.083,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2011,0.048,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2010,0.073,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2009,0.05,,Units,1
Canada,Annual,Gross fixed capital formation,Percentage of GDP,Providers of ambulatory healthcare,Total,Not applicable,2008,0.047,,Units,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2018,1.449,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2017,0.932,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2016,0.935,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2012,1.189,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2011,11.436,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2010,16.825,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2009,23.501,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2008,27.15,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2007,18.131,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2006,2.634,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2005,7.897,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2004,4.995,,Millions,1
Spain,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Current prices,2003,6.435,,Millions,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2018,0.045,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Residential long-term care facilities,Total,Not applicable,2017,0.032,,Units,1
Czechia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2015,88.235,2015.0,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2014,25.999,2015.0,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2013,13.139,2015.0,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2012,32.386,2015.0,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2011,20.329,2015.0,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Residential long-term care facilities,Total,Constant prices,2010,192.387,2015.0,Millions,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2005,100.0,,Units,1
Slovak Republic,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2007,100.0,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Total,Not applicable,2018,0.202,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Total,Not applicable,2017,0.196,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Hospitals,Total,Not applicable,2016,0.195,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2006,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2005,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2004,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2003,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2018,100.0,,Units,1
Czechia,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Total,Not applicable,2017,100.0,,Units,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2015,17.307,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2013,59.446,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2011,0.175,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2018,780.04,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2017,1295.413,,Millions,1
Portugal,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2018,0.131,,Millions,1
Portugal,Annual,Gross fixed capital formation,National currency,Providers of preventive care,Infrastructure,Current prices,2017,-0.006,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Retailers and other providers of medical goods,Infrastructure,Constant prices,2017,1.0,2015.0,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2015,1395.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2014,1091.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2013,1295.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2012,1149.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2011,1296.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2010,1202.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2009,1750.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2008,1066.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2018,1214.0,,Millions,1
Israel,Annual,Gross fixed capital formation,National currency,Hospitals,Infrastructure,Current prices,2017,1316.0,,Millions,1
Latvia,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2018,29.546,,Millions,1
Latvia,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2017,43.301,,Millions,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2016,37.213,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2015,53.53,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2014,57.086,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2013,67.268,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2012,50.477,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2011,35.446,,Units,1
Costa Rica,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Infrastructure,Not applicable,2018,37.143,,Units,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2016,28640.458,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2015,34485.3,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2014,31626.352,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2013,51927.387,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2012,17515.719,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2011,12880.112,2015.0,Millions,1
Costa Rica,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Constant prices,2018,30194.567,2015.0,Millions,1
Denmark,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2017,7312.793,,Millions,1
Denmark,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2016,7017.076,,Millions,1
Denmark,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2015,6991.452,,Millions,1
Denmark,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2014,6746.215,,Millions,1
Denmark,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2013,4726.11,,Millions,1
Denmark,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2012,6035.738,,Millions,1
Denmark,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2011,5169.294,,Millions,1
Denmark,Annual,Gross fixed capital formation,National currency,Total,Infrastructure,Current prices,2010,4495.707,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2014,148.186,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2013,145.189,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2012,206.303,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2011,194.226,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2010,192.929,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2009,130.66,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2008,64.056,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2007,143.963,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2006,144.458,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2005,109.47,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2004,73.65,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2003,54.339,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2018,502.126,,Millions,1
Canada,Annual,Gross fixed capital formation,National currency,Rest of the economy,Total,Current prices,2016,242.894,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2018,203.189,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2017,131.743,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2016,83.188,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2015,82.614,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2014,71.313,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2013,25.069,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2012,80.483,,Millions,1
