country,frequency_of_observation,measure,unit_of_measure,age,age,sex,sex,socio_econ_status,death_cause,calc_methodology,calculation_methodology,gestation_threshold,year,avoidable_mortality
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2012,20950.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2011,20703.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2010,20760.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2009,20929.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2008,20197.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2007,20959.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2006,20323.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2005,20323.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2004,20916.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2003,21776.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2002,21218.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2001,20940.0
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2018,141.7
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2017,144.4
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2016,152.9
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2015,144.9
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2014,140.7
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2013,143.4
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2012,140.2
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2011,139.9
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2010,143.7
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2009,144.8
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2008,143.1
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2007,150.9
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2006,148.3
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2005,150.6
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2004,154.2
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2003,161.7
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2002,158.6
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2001,158.7
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2018,210.1
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2017,216.0
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2016,226.4
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2015,230.9
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2014,224.8
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2013,229.3
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2012,230.8
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2011,228.9
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2010,230.6
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2009,229.1
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2008,242.1
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2007,251.6
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2006,250.4
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2005,254.4
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2004,256.9
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2003,274.9
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2002,278.0
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2001,282.7
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2018,49996.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2017,50192.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2016,52181.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2015,48769.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2014,46871.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2013,46934.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2012,45022.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2011,44390.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2010,44798.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2009,44899.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2008,43828.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2007,45408.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2006,44069.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2005,44349.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2004,45453.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2008,23630.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2007,24449.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2006,23746.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2005,24025.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2004,24537.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2003,25749.5
Argentina,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2002,25206.0
Argentina,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2001,24857.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2018,50855.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2017,51420.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2016,52403.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2015,52312.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2014,50516.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2013,50544.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2012,49638.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2011,48528.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2010,47523.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2009,46944.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2008,48198.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2007,49175.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2006,48350.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2005,48158.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2004,48479.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2003,50879.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2002,51170.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,_T,Total,_Z,_Z,_Z,Not applicable,_Z,2001,51688.0
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2018,164.2
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2017,167.3
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2016,178.3
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2015,168.2
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2014,162.6
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2013,165.4
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2012,161.7
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2011,161.0
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2010,166.4
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2009,166.9
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2008,166.8
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2007,176.1
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2006,173.4
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2005,177.0
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2004,180.9
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2003,190.5
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2002,187.4
Argentina,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2001,187.2
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2018,38222.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2017,38525.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2016,39302.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2015,37573.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2014,36100.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2013,36030.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2012,34744.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2011,34352.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2010,34028.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2009,34101.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2008,33248.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2007,34437.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2006,33566.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2005,33425.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2004,34414.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2003,35541.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2002,34757.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2001,34767.0
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2018,202.8
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2017,207.6
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2016,216.1
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2015,209.8
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2014,203.6
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2013,206.9
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2012,203.0
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2011,203.4
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2010,205.1
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2009,206.8
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2008,204.0
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2007,214.6
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2006,211.2
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2005,212.8
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2004,219.5
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2003,227.4
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2002,223.3
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2001,225.5
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2018,62630.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2017,63088.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2016,65282.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2015,63508.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2014,61288.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2013,61448.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2012,59917.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2011,58566.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2010,58294.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2009,57742.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2008,58778.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2007,60147.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2006,58854.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2005,59082.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2004,59519.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2003,62864.0
Argentina,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2002,62837.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2018,35785.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2017,36165.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2016,37088.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2015,37304.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2014,36138.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2013,36328.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2012,35845.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2011,34879.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2010,34256.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2009,33772.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2008,35147.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2007,35698.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2006,35107.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2005,35056.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2004,34981.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2003,37114.5
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2002,37631.0
Argentina,Annual,Preventable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2001,37861.0
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2018,141.2
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2017,145.2
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2016,151.1
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2015,153.1
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2014,148.8
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2013,151.3
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2012,151.2
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2011,150.5
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2010,150.7
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2009,150.1
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2008,156.2
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2007,162.5
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2006,161.4
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2005,163.4
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2004,166.2
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2003,175.7
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2002,176.9
Argentina,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2001,180.0
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2018,282.8
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2017,289.6
Argentina,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2016,304.0
