country,year,set_healtchare_capita_outcomes,base_period
Denmark,2002,5387.0,
Denmark,2001,5672.0,
Denmark,2009,7161.0,
Denmark,2008,7180.0,
Denmark,2007,7161.0,
Denmark,2006,7688.0,
Denmark,2017,13809.684,
Malta,2018,0.075,2015.0
Malta,2018,26.573,
Malta,2017,100.0,
Malta,2018,0.114,
Malta,2018,0.245,
Malta,2017,0.183,
Malta,2018,0.047,
Malta,2017,0.135,
Malta,2018,0.11,2015.0
Portugal,2018,5.548,2015.0
Portugal,2017,2.39,2015.0
Costa Rica,2018,0.369,
Finland,2008,0.243,
Canada,2006,4847.68,
Canada,2018,5680.035,
Canada,2016,5765.658,
Canada,2015,6352.054,
Canada,2014,6311.865,
Canada,2013,6699.635,
Canada,2012,7083.959,
Canada,2011,7251.478,
Canada,2010,7020.799,
Canada,2009,5885.505,
Canada,2008,5414.534,
Spain,2006,54.87,2015.0
Spain,2005,50.788,2015.0
Spain,2004,23.379,2015.0
Spain,2003,15.078,2015.0
Spain,2018,22.071,2015.0
Spain,2017,14.713,2015.0
Spain,2016,8.089,2015.0
Spain,2015,3.33,2015.0
Spain,2014,2.348,2015.0
Spain,2013,5.19,2015.0
Spain,2012,5.019,2015.0
Spain,2011,50.565,2015.0
Spain,2010,51.391,2015.0
Spain,2009,52.94,2015.0
Spain,2008,48.811,2015.0
Lithuania,2005,0.075,
Luxembourg,2003,100.0,
Luxembourg,2002,100.0,
Luxembourg,2001,100.0,
Luxembourg,2010,100.0,
Luxembourg,2009,100.0,
Luxembourg,2007,100.0,
Luxembourg,2006,100.0,
Luxembourg,2005,100.0,
Portugal,2018,0.303,
Portugal,2017,0.154,
Lithuania,2005,100.0,
Latvia,2018,0.01,
Latvia,2017,0.008,
Latvia,2012,0.008,
Latvia,2011,0.009,
Latvia,2010,0.01,
Latvia,2009,0.008,
Latvia,2008,0.005,
Latvia,2007,0.003,
Latvia,2006,0.001,
Ireland,2018,100.0,
Ireland,2017,100.0,
Ireland,2016,100.0,
Ireland,2015,100.0,
Ireland,2014,100.0,
Ireland,2013,100.0,
Ireland,2012,100.0,
Israel,2011,45.436,
Israel,2010,31.357,
Sweden,2006,537.218,2015.0
Sweden,2005,500.491,2015.0
Sweden,2004,726.915,2015.0
Sweden,2003,407.836,2015.0
Sweden,2002,504.489,2015.0
Sweden,2001,594.204,2015.0
Sweden,2018,760.124,2015.0
Sweden,2017,571.412,2015.0
Sweden,2016,592.427,2015.0
Sweden,2015,524.0,2015.0
Sweden,2014,428.84,2015.0
Sweden,2013,930.628,2015.0
Sweden,2012,988.197,2015.0
Sweden,2011,776.644,2015.0
Sweden,2010,1201.637,2015.0
Sweden,2009,508.0,2015.0
Sweden,2008,812.487,2015.0
Canada,2006,0.007,
Canada,2018,0.031,
Canada,2016,0.03,
Canada,2015,0.039,
Canada,2014,0.025,
Canada,2013,0.025,
Canada,2012,0.04,
Canada,2011,0.021,
Canada,2010,0.032,
Canada,2009,0.019,
Canada,2008,0.023,
Portugal,2018,0.029,
Portugal,2017,0.04,
Portugal,2016,0.049,
United Kingdom,2018,3266.0,
United Kingdom,2017,3088.634,
United Kingdom,2016,2437.0,
United Kingdom,2015,2529.0,
United Kingdom,2014,2075.0,
United Kingdom,2001,2640.0,
United Kingdom,2013,1882.0,
United Kingdom,2012,1985.0,
United Kingdom,2011,2135.0,
United Kingdom,2010,4116.0,
United Kingdom,2009,7188.0,
United Kingdom,2008,6531.0,
United Kingdom,2007,6953.0,
United Kingdom,2006,4917.0,
United Kingdom,2005,4572.0,
United Kingdom,2004,2895.0,
United Kingdom,2003,3077.0,
United Kingdom,2002,2674.0,
Ireland,2016,347.505,
Ireland,2015,314.418,
Ireland,2014,330.549,
Ireland,2013,334.558,
Ireland,2012,312.461,
Ireland,2011,307.819,
Ireland,2018,422.677,
Finland,2006,0.235,
Finland,2005,0.192,
Finland,2004,0.186,
Finland,2003,0.197,
Finland,2002,0.202,
Finland,2001,0.158,
Finland,2018,0.359,
Finland,2017,0.385,
Finland,2016,0.276,
Finland,2015,0.278,
Finland,2014,0.285,
Finland,2013,0.3,
Finland,2012,0.283,
Finland,2011,0.229,
Finland,2010,0.244,
Finland,2009,0.294,
Finland,2008,6.12,
Costa Rica,2016,1591.051,
Costa Rica,2015,1877.96,
Costa Rica,2014,2118.808,
Costa Rica,2013,1838.359,
Costa Rica,2012,654.309,
Costa Rica,2011,803.307,
Costa Rica,2018,4369.999,
United Kingdom,2006,0.028,
United Kingdom,2005,0.031,
United Kingdom,2004,0.033,
United Kingdom,2003,0.031,
United Kingdom,2002,0.023,
United Kingdom,2001,0.025,
United Kingdom,2018,0.071,
United Kingdom,2017,0.053,
United Kingdom,2016,0.055,
United Kingdom,2015,0.06,
United Kingdom,2014,0.052,
United Kingdom,2013,0.053,
United Kingdom,2012,0.049,
United Kingdom,2011,0.051,
United Kingdom,2010,0.04,
United Kingdom,2009,0.032,
United Kingdom,2008,0.03,
Ireland,2016,132.081,
Ireland,2015,87.98,
Ireland,2014,77.899,
Ireland,2013,79.09,
Ireland,2012,82.412,
Ireland,2011,69.457,
Ireland,2018,150.993,
Israel,2013,6.026,2015.0
Israel,2012,11.281,2015.0
Israel,2011,5.247,2015.0
Israel,2010,4.33,2015.0
Israel,2009,7.8,2015.0
Israel,2008,5.703,2015.0
Israel,2018,3.958,2015.0
Israel,2016,5.024,2015.0
Israel,2015,5.0,2015.0
Israel,2017,83.333,
Denmark,2017,5832.707,
Denmark,2016,5312.362,
Denmark,2015,5324.375,
Denmark,2014,5859.137,
Denmark,2013,6862.867,
Denmark,2012,6798.034,
Denmark,2011,5104.247,
Denmark,2010,4381.622,
Canada,2006,101.11,
Canada,2018,290.741,
Canada,2016,155.707,
Canada,2015,103.851,
Canada,2014,88.57,
Canada,2013,88.947,
Canada,2012,130.056,
Canada,2011,100.631,
Canada,2010,114.548,
Canada,2009,73.292,
Canada,2008,26.039,
Israel,2008,43.604,
Israel,2018,43.975,
Israel,2017,56.009,
Israel,2016,48.968,
Israel,2015,44.57,
Israel,2014,48.773,
Israel,2013,53.617,
Israel,2012,48.609,
Australia,2018,10447.094,
Malta,2018,12.969,
Malta,2018,8.191,2015.0
Malta,2017,0.453,2015.0
Cyprus,2018,49.762,2015.0
Cyprus,2017,31.246,2015.0
Cyprus,2016,28.025,2015.0
Cyprus,2015,24.1,2015.0
Latvia,2018,2.336,2015.0
Sweden,2006,637.654,2015.0
Sweden,2005,679.577,2015.0
Sweden,2004,641.608,2015.0
Sweden,2003,570.485,2015.0
Sweden,2002,544.448,2015.0
Sweden,2001,586.52,2015.0
Sweden,2018,1031.597,2015.0
Sweden,2017,952.995,2015.0
Sweden,2016,849.703,2015.0
Sweden,2015,800.0,2015.0
Sweden,2014,645.293,2015.0
Sweden,2013,610.434,2015.0
Sweden,2012,641.021,2015.0
Sweden,2011,726.913,2015.0
Sweden,2010,672.486,2015.0
Sweden,2009,632.542,2015.0
Sweden,2008,701.492,2015.0
Finland,2007,0.234,2015.0
Finland,2006,0.362,2015.0
Finland,2005,0.431,2015.0
Finland,2004,0.707,2015.0
Finland,2003,0.661,2015.0
Finland,2002,0.453,2015.0
Finland,2001,0.424,2015.0
Finland,2018,0.859,2015.0
Finland,2017,2.169,2015.0
Finland,2016,2.684,2015.0
Finland,2015,2.377,2015.0
Finland,2014,2.392,2015.0
Finland,2013,0.411,2015.0
Finland,2012,0.48,2015.0
Finland,2011,0.288,2015.0
Finland,2010,1.394,2015.0
Finland,2009,0.329,2015.0
Finland,2006,9.645,
Finland,2005,7.043,
Finland,2004,6.176,
Finland,2003,6.398,
Finland,2002,5.72,
Finland,2001,6.889,
Finland,2018,4.089,
Finland,2017,3.955,
Finland,2016,5.409,
Finland,2015,7.831,
Finland,2014,7.831,
Finland,2013,7.573,
Finland,2012,8.271,
Finland,2011,6.298,
Finland,2010,7.806,
Finland,2009,7.215,
Denmark,2004,100.0,
Denmark,2003,100.0,
Denmark,2002,100.0,
Denmark,2001,100.0,
Denmark,2018,100.0,
Denmark,2017,100.0,
Denmark,2016,100.0,
Denmark,2015,100.0,
Denmark,2014,100.0,
Denmark,2013,100.0,
Denmark,2012,100.0,
Denmark,2011,100.0,
Denmark,2010,100.0,
Czechia,2006,0.192,
Czechia,2005,0.235,
Czechia,2004,0.216,
Czechia,2003,0.266,
Czechia,2002,0.308,
Czechia,2001,0.234,
Czechia,2018,0.112,
Czechia,2017,0.09,
Czechia,2016,0.106,
Czechia,2015,0.116,
Czechia,2014,0.082,
Czechia,2013,0.086,
Czechia,2012,0.122,
Czechia,2011,0.137,
Czechia,2010,0.188,
Czechia,2009,0.209,
Czechia,2008,0.161,
Australia,2017,9278.033,
Australia,2016,12667.395,
Australia,2015,10204.837,
Australia,2014,9566.661,
Australia,2013,9114.071,
Australia,2003,3608.879,
Australia,2002,3976.479,
Australia,2001,3576.687,
France,2004,100.0,
France,2003,100.0,
France,2002,100.0,
France,2001,100.0,
Finland,2008,0.331,
Finland,2007,0.323,
Finland,2006,0.347,
Finland,2005,0.297,
Finland,2004,0.279,
Finland,2003,0.298,
Finland,2002,0.303,
Finland,2001,0.254,
Finland,2018,0.461,
Finland,2017,0.485,
Finland,2016,0.384,
Finland,2015,0.388,
Finland,2014,0.397,
Finland,2013,0.414,
Finland,2012,0.404,
Finland,2011,0.324,
Finland,2010,0.35,
Denmark,2009,100.0,
Denmark,2008,100.0,
Denmark,2007,100.0,
Denmark,2006,100.0,
Denmark,2005,100.0,
Spain,2017,1076.716,
Spain,2016,1054.12,
Spain,2015,1028.158,
Spain,2014,777.123,
Spain,2013,816.391,
Spain,2012,940.965,
Spain,2011,1392.155,
Spain,2010,1843.276,
Spain,2009,1950.962,
Spain,2008,2328.281,
Spain,2007,2386.941,
Spain,2006,2075.65,
Spain,2005,1689.531,
Spain,2004,1489.45,
Spain,2003,1471.425,
Canada,2006,0.347,
Canada,2005,0.329,
Canada,2004,0.293,
Canada,2003,0.287,
Canada,2018,0.232,
Canada,2016,0.274,
Canada,2015,0.282,
Canada,2014,0.304,
Canada,2013,0.332,
Canada,2012,0.379,
Canada,2011,0.408,
Canada,2010,0.416,
Canada,2009,0.397,
Canada,2008,0.346,
Latvia,2018,100.0,
Latvia,2017,100.0,
Latvia,2012,100.0,
Latvia,2011,100.0,
Latvia,2010,100.0,
Latvia,2009,100.0,
Latvia,2008,100.0,
Latvia,2007,100.0,
Latvia,2006,100.0,
Latvia,2005,100.0,
Latvia,2004,100.0,
Latvia,2003,100.0,
Latvia,2002,100.0,
Latvia,2001,100.0,
United Kingdom,2018,7201.0,
United Kingdom,2017,6580.0,
United Kingdom,2016,5622.0,
United Kingdom,2015,5802.0,
United Kingdom,2014,5160.0,
United Kingdom,2013,4533.0,
United Kingdom,2012,4632.0,
United Kingdom,2011,4757.0,
United Kingdom,2010,6359.0,
United Kingdom,2009,8528.0,
United Kingdom,2008,7785.0,
United Kingdom,2007,8368.0,
United Kingdom,2006,6517.0,
United Kingdom,2005,6164.0,
United Kingdom,2004,4650.0,
United Kingdom,2003,4802.0,
United Kingdom,2002,4124.0,
United Kingdom,2001,4016.0,
Spain,2005,100.0,
Spain,2004,100.0,
Spain,2003,100.0,
Spain,2018,100.0,
Spain,2017,100.0,
Spain,2016,100.0,
Spain,2015,100.0,
Spain,2014,100.0,
Spain,2013,100.0,
Spain,2012,100.0,
Spain,2011,100.0,
Spain,2010,100.0,
Spain,2009,100.0,
Israel,2008,100.0,
Israel,2018,100.0,
Israel,2017,100.0,
Israel,2016,100.0,
Israel,2015,100.0,
Israel,2014,100.0,
Israel,2013,100.0,
Israel,2012,100.0,
Israel,2011,100.0,
Israel,2010,100.0,
Costa Rica,2018,11175.191,
Costa Rica,2017,8085.592,
Costa Rica,2016,7829.82,
Costa Rica,2015,3486.856,
Costa Rica,2014,3136.745,
Costa Rica,2013,2630.089,
Costa Rica,2012,2008.665,
Costa Rica,2011,3171.375,
Czechia,2016,89.095,2015.0
Czechia,2015,220.118,2015.0
Czechia,2014,107.69,2015.0
Czechia,2013,134.076,2015.0
Czechia,2012,249.11,2015.0
Czechia,2011,109.431,2015.0
Czechia,2010,178.962,2015.0
Czechia,2006,77.309,2015.0
Czechia,2018,235.316,2015.0
Lithuania,2005,2.881,
Czechia,2014,100.0,
Czechia,2013,100.0,
Czechia,2012,100.0,
Czechia,2011,100.0,
Czechia,2010,100.0,
Czechia,2016,100.0,
Costa Rica,2018,0.104,
Costa Rica,2017,0.087,
Costa Rica,2016,0.063,
Costa Rica,2015,0.044,
Costa Rica,2014,0.028,
Costa Rica,2013,0.108,
Costa Rica,2012,0.019,
Costa Rica,2011,0.039,
Sweden,2006,7557.256,2015.0
Sweden,2005,7463.487,2015.0
Sweden,2004,7078.113,2015.0
Sweden,2003,7991.648,2015.0
Sweden,2002,8697.437,2015.0
Sweden,2001,7030.562,2015.0
Sweden,2018,15098.569,2015.0
Sweden,2017,14071.374,2015.0
Sweden,2016,13813.101,2015.0
Sweden,2015,13904.0,2015.0
Sweden,2014,13518.625,2015.0
Sweden,2013,13897.44,2015.0
Sweden,2012,14547.937,2015.0
Sweden,2011,15060.965,2015.0
Sweden,2010,11495.842,2015.0
Sweden,2009,11073.314,2015.0
Sweden,2008,10451.337,2015.0
Spain,2018,1347.773,
Finland,2011,0.078,
Finland,2010,0.082,
Finland,2009,0.069,
Finland,2008,0.072,
Finland,2007,0.085,
Finland,2006,0.083,
Finland,2005,0.087,
Finland,2004,0.078,
Finland,2003,0.085,
Finland,2002,0.086,
Finland,2001,0.081,
Finland,2018,0.085,
Finland,2017,0.085,
Finland,2016,0.092,
Finland,2015,0.094,
Finland,2014,0.096,
Finland,2013,0.087,
Canada,2006,2393.292,
Canada,2018,2850.798,
Canada,2016,2813.284,
Canada,2015,2715.003,
Canada,2014,2384.141,
Canada,2013,2492.587,
Canada,2012,3086.252,
Canada,2011,2642.619,
Canada,2010,2744.052,
Canada,2009,2724.353,
Canada,2008,2525.255,
Israel,2011,1.049,2015.0
Israel,2010,3.248,2015.0
Israel,2009,4.457,2015.0
Israel,2018,2.969,2015.0
Israel,2016,1.005,2015.0
Israel,2015,1.0,2015.0
Israel,2014,0.998,2015.0
Israel,2013,2.009,2015.0
Israel,2017,16.667,
Portugal,2018,388.256,2015.0
Portugal,2017,399.664,2015.0
Portugal,2016,384.589,2015.0
Ireland,2016,28.328,
Ireland,2015,29.431,
Ireland,2014,36.817,
Ireland,2013,36.438,
Ireland,2012,57.364,
Ireland,2011,41.296,
Ireland,2018,29.871,
Slovenia,2013,0.019,
Lithuania,2005,2.702,2015.0
Spain,2018,100.0,
Spain,2017,100.0,
Spain,2016,100.0,
Spain,2015,100.0,
Spain,2014,100.0,
Spain,2013,100.0,
Spain,2012,100.0,
Spain,2005,100.0,
Spain,2004,100.0,
Spain,2003,100.0,
Spain,2011,100.0,
Spain,2010,100.0,
Spain,2009,100.0,
Spain,2008,100.0,
Spain,2007,100.0,
Spain,2006,100.0,
Lithuania,2005,100.0,
Latvia,2018,0.015,
Latvia,2017,0.024,
Latvia,2012,0.044,
Latvia,2011,0.023,
Latvia,2010,0.029,
Latvia,2009,0.008,
Latvia,2008,0.017,
Latvia,2007,0.017,
Latvia,2006,0.032,
Spain,2007,100.0,
Spain,2006,100.0,
Sweden,2011,2347.919,2015.0
Sweden,2013,38.659,
Sweden,2012,34.291,
Sweden,2011,25.734,
Sweden,2010,33.621,
Sweden,2009,28.763,
Sweden,2008,32.897,
Sweden,2007,35.507,
Sweden,2006,39.543,
Sweden,2005,35.719,
Sweden,2004,28.633,
Sweden,2003,32.676,
Sweden,2002,36.163,
Sweden,2001,31.084,
Sweden,2018,17.592,
Sweden,2017,20.952,
Sweden,2016,21.698,
Sweden,2015,21.997,
Costa Rica,2018,0.086,
Costa Rica,2017,0.076,
Costa Rica,2016,0.056,
Costa Rica,2015,0.037,
Costa Rica,2014,0.025,
Costa Rica,2013,0.024,
Costa Rica,2012,0.016,
Costa Rica,2011,0.031,
Finland,2006,27.228,
Finland,2005,34.669,
Finland,2004,32.411,
Finland,2003,34.725,
Finland,2002,32.424,
Finland,2001,37.124,
Finland,2018,19.739,
Finland,2017,22.782,
Finland,2016,30.646,
Finland,2015,45.968,
Finland,2014,45.968,
Finland,2013,24.461,
Finland,2012,27.278,
Finland,2011,28.214,
Finland,2010,27.886,
Finland,2009,20.802,
Finland,2008,26.543,
United Kingdom,2002,0.098,
United Kingdom,2001,0.095,
United Kingdom,2018,0.112,
United Kingdom,2017,0.114,
United Kingdom,2016,0.105,
United Kingdom,2015,0.11,
United Kingdom,2014,0.114,
United Kingdom,2013,0.096,
United Kingdom,2012,0.106,
United Kingdom,2011,0.107,
United Kingdom,2010,0.1,
United Kingdom,2009,0.054,
United Kingdom,2008,0.049,
United Kingdom,2007,0.059,
United Kingdom,2006,0.08,
United Kingdom,2005,0.083,
United Kingdom,2004,0.1,
Sweden,2018,0.242,
Sweden,2017,0.232,
Sweden,2016,0.254,
Sweden,2015,0.239,
Sweden,2014,0.231,
Sweden,2013,0.257,
Sweden,2012,0.226,
Sweden,2011,0.235,
Sweden,2010,0.253,
Sweden,2009,0.251,
Sweden,2008,0.236,
Sweden,2007,0.232,
Sweden,2006,0.235,
Sweden,2005,0.24,
Sweden,2004,0.244,
Sweden,2003,0.271,
Sweden,2002,0.287,
Sweden,2001,0.244,
Malta,2018,38.567,
Malta,2017,95.321,
Sweden,2005,83.02,2015.0
Sweden,2004,72.091,2015.0
Sweden,2003,66.759,2015.0
Sweden,2002,94.904,2015.0
Sweden,2001,98.607,2015.0
Sweden,2018,178.798,2015.0
Sweden,2017,187.901,2015.0
Sweden,2016,210.947,2015.0
Sweden,2015,6.0,2015.0
Sweden,2014,133.123,2015.0
Sweden,2013,159.064,2015.0
Sweden,2012,164.177,2015.0
Sweden,2011,215.852,2015.0
Sweden,2010,200.452,2015.0
Sweden,2009,53.531,2015.0
Sweden,2008,51.058,2015.0
Sweden,2007,130.333,2015.0
Sweden,2006,18.598,
Sweden,2005,21.154,
Sweden,2004,30.243,
Sweden,2003,15.13,
Sweden,2002,16.698,
Sweden,2001,19.898,
Sweden,2018,27.624,
Sweden,2017,23.047,
Sweden,2016,19.088,
Sweden,2015,17.592,
Sweden,2014,18.458,
Sweden,2013,15.302,
Sweden,2012,26.52,
Sweden,2011,24.26,
Sweden,2010,13.75,
Sweden,2009,20.93,
Sweden,2008,22.655,
Sweden,2006,686.0,
Sweden,2005,674.0,
Sweden,2004,411.0,
Sweden,2003,394.0,
Sweden,2002,430.0,
Sweden,2001,402.0,
Sweden,2018,1189.0,
Sweden,2017,1157.0,
Sweden,2016,1067.0,
Sweden,2015,981.0,
Sweden,2014,933.0,
Sweden,2013,971.0,
Sweden,2012,965.0,
Sweden,2011,1024.0,
Sweden,2010,863.0,
Sweden,2009,831.0,
Sweden,2008,823.0,
Latvia,2018,0.013,
Latvia,2017,0.024,
Sweden,2009,2487.563,2015.0
Sweden,2008,2462.99,2015.0
Sweden,2007,2453.466,2015.0
Sweden,2006,2487.553,2015.0
Sweden,2005,2469.248,2015.0
Sweden,2004,2606.082,2015.0
Sweden,2018,2945.012,2015.0
Sweden,2017,2504.383,2015.0
Sweden,2016,2657.541,2015.0
Sweden,2015,2750.0,2015.0
Sweden,2014,2334.232,2015.0
Sweden,2013,2238.257,2015.0
Sweden,2012,2149.983,2015.0
Sweden,2003,2319.569,2015.0
Sweden,2002,2397.571,2015.0
Sweden,2001,2235.949,2015.0
Iceland,2018,0.365,
Iceland,2017,0.237,
Iceland,2016,0.221,
Iceland,2015,0.199,
Iceland,2014,0.221,
Iceland,2013,0.18,
Iceland,2012,0.192,
Iceland,2011,0.139,
Iceland,2010,0.172,
Iceland,2009,0.145,
Iceland,2008,0.196,
Iceland,2007,0.254,
Canada,2018,100.0,
Canada,2016,100.0,
Canada,2015,100.0,
Canada,2014,100.0,
Canada,2013,100.0,
Canada,2012,100.0,
Canada,2011,100.0,
Canada,2010,100.0,
Canada,2009,100.0,
Canada,2008,100.0,
Canada,2003,100.0,
Canada,2002,100.0,
Canada,2001,100.0,
Canada,2007,100.0,
Canada,2006,100.0,
Canada,2005,100.0,
Canada,2004,100.0,
Malta,2018,3.589,2015.0
Malta,2017,8.719,2015.0
Costa Rica,2011,22.617,
Costa Rica,2018,2368.137,
Costa Rica,2017,3638.352,
Lithuania,2005,100.0,
Latvia,2012,0.043,
Latvia,2011,0.055,
Latvia,2010,0.053,
Latvia,2009,0.049,
Latvia,2008,0.091,
Latvia,2007,0.12,
Latvia,2006,0.087,
Latvia,2018,0.058,
France,2004,0.309,
France,2003,0.282,
Slovenia,2001,113.772,
Slovenia,2017,178.019,
Slovenia,2013,132.9,
Slovenia,2011,130.4,
Slovenia,2010,114.162,
Slovenia,2009,225.5,
Slovenia,2008,174.014,
Slovenia,2007,127.176,
Slovenia,2006,151.338,
Slovenia,2005,112.296,
Slovenia,2004,105.994,
Slovenia,2003,134.575,
Costa Rica,2018,81293.845,2015.0
Costa Rica,2017,83500.974,2015.0
Costa Rica,2016,76963.085,2015.0
Costa Rica,2015,64422.515,2015.0
Costa Rica,2014,55401.34,2015.0
Costa Rica,2013,77194.593,2015.0
Costa Rica,2011,36336.772,2015.0
Costa Rica,2012,34700.572,2015.0
Portugal,2018,2025.292,2015.0
Portugal,2017,1806.304,2015.0
Portugal,2016,1686.965,2015.0
Iceland,2005,0.206,
Iceland,2004,0.175,
Iceland,2003,0.228,
Iceland,2002,0.286,
Iceland,2001,0.249,
United States,2011,50499.952,2015.0
United States,2010,50405.927,2015.0
United States,2009,52279.969,2015.0
United States,2008,57463.043,2015.0
Sweden,2018,0.28,
Sweden,2017,0.244,
Sweden,2016,0.228,
Sweden,2015,0.262,
Sweden,2014,0.266,
Sweden,2013,0.229,
Sweden,2012,0.263,
Sweden,2011,0.272,
Sweden,2010,0.214,
Sweden,2009,0.181,
Sweden,2008,0.174,
Sweden,2007,0.131,
Sweden,2006,0.105,
Sweden,2005,0.109,
Sweden,2004,0.125,
Sweden,2003,0.125,
Sweden,2002,0.142,
Mexico,2018,43.141,
Mexico,2017,34.368,
Mexico,2016,62.963,
Mexico,2015,70.669,
Mexico,2014,75.108,
Mexico,2013,54.462,
Mexico,2012,60.985,
Mexico,2011,61.916,
Mexico,2010,59.263,
Mexico,2009,62.465,
Mexico,2008,52.675,
Mexico,2007,59.048,
Mexico,2006,65.794,
Mexico,2005,54.658,
Mexico,2004,36.826,
Mexico,2003,41.404,
Mexico,2006,12498.654,2015.0
Mexico,2005,10051.199,2015.0
Mexico,2004,3394.087,2015.0
Mexico,2003,4513.2,2015.0
Mexico,2018,7403.636,2015.0
Mexico,2017,4760.189,2015.0
Mexico,2016,9965.791,2015.0
Mexico,2015,10057.827,2015.0
Mexico,2014,12424.062,2015.0
Mexico,2013,8314.908,2015.0
Mexico,2012,11112.193,2015.0
Mexico,2011,12386.083,2015.0
Mexico,2010,18408.139,2015.0
Mexico,2009,21386.945,2015.0
Mexico,2008,11054.4,2015.0
Luxembourg,2003,17.545,2015.0
Luxembourg,2002,9.397,2015.0
Luxembourg,2001,4.059,2015.0
Luxembourg,2010,17.779,2015.0
Luxembourg,2009,30.891,2015.0
Luxembourg,2007,14.526,2015.0
Luxembourg,2006,18.151,2015.0
Luxembourg,2005,35.596,2015.0
Australia,2018,0.007,
Australia,2017,0.007,
Australia,2016,0.008,
Australia,2015,0.007,
Australia,2014,0.01,
Portugal,2018,129.491,
Portugal,2017,122.9,
Portugal,2016,120.498,
Australia,2015,0.006,
Australia,2014,0.006,
Australia,2018,0.006,
Australia,2017,0.003,
Costa Rica,2015,60.266,
Costa Rica,2014,9.272,
Costa Rica,2013,100.412,
Costa Rica,2012,15.006,
Costa Rica,2018,57.843,
Sweden,2008,30.0,
Sweden,2007,4.0,
Sweden,2006,9.0,
Sweden,2005,15.0,
Sweden,2004,19.0,
Sweden,2003,15.0,
Sweden,2002,1.0,
Sweden,2001,5.0,
Sweden,2018,39.0,
Sweden,2017,79.0,
Sweden,2016,5.0,
Sweden,2015,26.0,
Sweden,2014,7.0,
Sweden,2013,2.0,
Sweden,2012,4.0,
Sweden,2011,4.0,
Sweden,2010,365.0,
Latvia,2018,0.001,
Portugal,2018,0.06,
Portugal,2017,0.076,
Portugal,2018,0.036,
Portugal,2017,0.022,
Costa Rica,2016,0.006,
Costa Rica,2015,0.006,
Costa Rica,2014,0.002,
Costa Rica,2013,0.083,
Costa Rica,2012,0.002,
Costa Rica,2011,0.007,
Costa Rica,2018,0.017,
Sweden,2018,7839.012,2015.0
Sweden,2017,7040.023,2015.0
Sweden,2016,6526.55,2015.0
Sweden,2015,7766.0,2015.0
Sweden,2014,7430.518,2015.0
Sweden,2013,7040.13,2015.0
Sweden,2012,8251.709,2015.0
Sweden,2011,8815.013,2015.0
Sweden,2010,5081.363,2015.0
Sweden,2009,4863.693,2015.0
Sweden,2008,4506.418,2015.0
Sweden,2007,3240.038,2015.0
Sweden,2006,2322.884,2015.0
Sweden,2005,2234.421,2015.0
Sweden,2004,2135.089,2015.0
Sweden,2003,2481.004,2015.0
Sweden,2002,2878.333,2015.0
Sweden,2001,2457.495,2015.0
United States,2006,48311.611,2015.0
United States,2005,43038.739,2015.0
United States,2004,40590.293,2015.0
United States,2003,39152.803,2015.0
United States,2002,37731.17,2015.0
United States,2001,34185.72,2015.0
United States,2018,59003.908,2015.0
United States,2017,56728.525,2015.0
United States,2016,50165.905,2015.0
United States,2015,50527.608,2015.0
United States,2014,50479.216,2015.0
United States,2013,52237.183,2015.0
United States,2012,51754.841,2015.0
Finland,2006,14.653,2015.0
Finland,2005,6.318,2015.0
Finland,2004,5.894,2015.0
Finland,2003,4.678,2015.0
Finland,2002,5.955,2015.0
Finland,2001,5.752,2015.0
Finland,2018,1.858,2015.0
Finland,2017,1.142,2015.0
Finland,2016,4.477,2015.0
Finland,2015,3.384,2015.0
Finland,2014,3.405,2015.0
Finland,2013,6.374,2015.0
Finland,2012,10.42,2015.0
Finland,2011,6.151,2015.0
Finland,2010,7.864,2015.0
Finland,2009,10.807,2015.0
Finland,2008,6.539,2015.0
Sweden,2007,8.913,
Sweden,2006,8.208,
Sweden,2005,8.19,
Sweden,2004,6.122,
Sweden,2003,5.588,
Sweden,2002,6.286,
Sweden,2018,3.709,
Sweden,2017,4.19,
Sweden,2016,4.356,
Sweden,2015,4.05,
Sweden,2014,3.672,
Sweden,2013,7.72,
Sweden,2012,8.752,
Sweden,2011,9.761,
Sweden,2010,8.239,
Sweden,2001,6.228,
Sweden,2009,7.653,
Finland,2017,1.004,
Finland,2016,1.427,
Finland,2015,0.769,
Finland,2014,0.769,
Finland,2013,0.887,
Finland,2012,0.772,
Finland,2011,0.523,
Finland,2010,1.571,
Finland,2009,0.377,
Finland,2008,0.23,
Finland,2007,0.259,
Finland,2006,0.465,
Finland,2005,0.573,
Finland,2004,1.395,
Finland,2003,1.01,
Finland,2002,0.853,
Finland,2001,1.198,
Portugal,2018,823.125,
Portugal,2017,633.963,
Portugal,2016,558.806,
Portugal,2017,0.035,
Portugal,2016,0.035,
Israel,2014,522.0,
Israel,2013,436.0,
Israel,2012,388.0,
Israel,2011,532.0,
Israel,2010,845.0,
Israel,2009,583.0,
Israel,2008,507.0,
Israel,2018,637.0,
Israel,2017,560.0,
Israel,2016,519.0,
Latvia,2018,63.857,
Costa Rica,2016,60.297,
Costa Rica,2015,43.555,
Costa Rica,2014,38.871,
Costa Rica,2013,28.267,
Costa Rica,2012,44.679,
Costa Rica,2011,61.108,
Korea,2011,0.264,
Korea,2010,0.323,
Korea,2009,0.312,
Korea,2008,0.346,
Korea,2007,0.351,
Korea,2006,0.306,
Korea,2005,0.279,
